Array Name,Memory Name,Port 1 Dimension / Map,Port 2 Dimension / Map,Primitive,Available Bits,Used Bits,Bit Util%,A Depth,A Depth Avail,A Depth Util%,A Width,A Width Avail,A Width Util%,B Depth,B Depth Avail,B Depth Util%,B Width,B Width Avail,B Width Util%,Port A Type,Port A Requirement (ns),Port B Type,Port B Requirement (ns),A Cascade,IREG_A,OREG_A,DOA_REG, B Cascade,IREG_B,OREG_B,DOB_REG,Port A PowerGated, Port A Enable, Port A WRITE_MODE, A Cascade, Port B PowerGated, Port B Enable,Port B WRITE_MODE, B Cascade
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_1,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_1_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_10,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_10_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_11,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_11_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_12,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_12_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_13,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_13_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_14,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_14_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_15,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_15_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_16,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_16_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_17,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_17_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_18,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_18_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_19,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_19_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_2,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_2_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_20,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_20_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_21,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_21_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_22,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_22_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_23,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_23_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_24,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_24_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_25,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_25_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_26,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_26_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_27,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_27_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_28,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_28_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_29,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_29_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_3,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_3_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_30,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_30_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_31,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_31_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_32,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_32_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_33,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_33_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_34,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_34_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_35,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_35_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_36,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_36_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_37,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_37_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_38,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_38_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_39,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_39_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_4,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_4_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_40,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_40_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_41,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_41_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_42,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_42_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_43,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_43_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_44,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_44_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_45,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_45_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_46,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_46_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_47,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_47_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_48,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/spad/acc_mems_1/mem/mem_48_reg_bram_0,B:B:512x8,A:A:512x8,RAMB18E2,18432,4096,22.2222,512,1024,50,8,18,44.4444,512,1024,50,8,18,44.4444,Read,20,Write,20,NONE,,,0,NONE,,,0,,SIGNAL,WRITE_FIRST,NONE,,SIGNAL,READ_FIRST,NONE,
