Array Name,Memory Name,Port 1 Dimension / Map,Port 2 Dimension / Map,Primitive,Available Bits,Used Bits,Bit Util%,A Depth,A Depth Avail,A Depth Util%,A Width,A Width Avail,A Width Util%,B Depth,B Depth Avail,B Depth Util%,B Width,B Width Avail,B Width Util%,Port A Type,Port A Requirement (ns),Port B Type,Port B Requirement (ns),A Cascade,IREG_A,OREG_A,DOA_REG, B Cascade,IREG_B,OREG_B,DOB_REG,Port A PowerGated, Port A Enable, Port A WRITE_MODE, A Cascade, Port B PowerGated, Port B Enable,Port B WRITE_MODE, B Cascade
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[0].H2C_DAT_FIFO/genblk1[1].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[0].H2C_DAT_FIFO/genblk1[2].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[0].H2C_DAT_FIFO/genblk1[3].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[0].H2C_DAT_FIFO/genblk1[4].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[0].H2C_DAT_FIFO/genblk1[5].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[0].H2C_DAT_FIFO/genblk1[6].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[0].H2C_DAT_FIFO/genblk1[7].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[0].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[1].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[2].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[3].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[4].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[5].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[6].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[1].H2C_DAT_FIFO/genblk1[7].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[0].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[1].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[2].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[3].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[4].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[5].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[6].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[2].H2C_DAT_FIFO/genblk1[7].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[0].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[1].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[2].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[3].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[4].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[5].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[6].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.gen_h2c_bram[3].H2C_DAT_FIFO/genblk1[7].u_buffermem/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_noinit.ram/DEVICE_8SERIES.NO_BMM_INFO.SDP.WIDE_PRIM36_NO_ECC.ram,,,RAMB36E2,36864,34816,94.4444,512,512,100,68,72,94.4444,512,512,100,68,72,94.4444,Read,4,Write,4,NONE,,,1,NONE,,,1,,POWER,READ_FIRST,NONE,,POWER,READ_FIRST,NONE,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_0_5,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,13,16,81.25,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_12_17,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_18_23,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_24_29,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_30_35,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_36_41,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_42_47,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_48_53,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_54_59,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_60_65,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_66_71,,,RAM32M16,512,72,14.0625,8,32,25,9,16,56.25,8,32,25,9,16,56.25,Write,4,Write,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/DSC_FIFO/MemArray_reg_0_7_6_11,,,RAM32M16,512,112,21.875,8,32,25,14,16,87.5,8,32,25,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_0_5,,,RAM32M16,512,56,10.9375,4,32,12.5,14,16,87.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_12_17,,,RAM32M16,512,56,10.9375,4,32,12.5,5,16,31.25,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_18_23,,,RAM32M16,512,56,10.9375,4,32,12.5,10,16,62.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_24_29,,,RAM32M16,512,56,10.9375,4,32,12.5,14,16,87.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_30_35,,,RAM32M16,512,56,10.9375,4,32,12.5,14,16,87.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_36_41,,,RAM32M16,512,56,10.9375,4,32,12.5,14,16,87.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_42_47,,,RAM32M16,512,52,10.1562,4,32,12.5,12,16,75,4,32,12.5,13,16,81.25,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/RRQ_FIFO/MemArray_reg_0_3_6_11,,,RAM32M16,512,56,10.9375,4,32,12.5,8,16,50,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/WRQ_FIFO/MemArray_reg_0_3_0_5,,,RAM32M16,512,56,10.9375,4,32,12.5,14,16,87.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/WRQ_FIFO/MemArray_reg_0_3_12_17,,,RAM32M16,512,56,10.9375,4,32,12.5,5,16,31.25,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/WRQ_FIFO/MemArray_reg_0_3_18_23,,,RAM32M16,512,56,10.9375,4,32,12.5,10,16,62.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/WRQ_FIFO/MemArray_reg_0_3_24_29,,,RAM32M16,512,56,10.9375,4,32,12.5,14,16,87.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
,WRAPPER_INST/SH/dma_inst/inst/dma_top/dma_enable.vul_dma/RD/gen_rdwr_loop[0].gen_rdwr_eng.RDWR_INST/WRQ_FIFO/MemArray_reg_0_3_30_35,,,RAM32M16,512,56,10.9375,4,32,12.5,14,16,87.5,4,32,12.5,14,16,87.5,Write,4,Read,4,,,,,,,,,,,,,,,,,
